Dong_name,code_dong,return_day,rent_day,rental_stop,large_store,company,hospital,restaurant,park,cafe,house,bank,car,school,bus_stop,bus_geton_people,bus_getoff_people,subway_station,subway_geton_people,subway_getoff_people,M_child,M_teenager,M_20,M_30,M_40,M_50,M_60,M_over70,W_child,W_teenager,W_20,W_30,W_40,W_50,W_60,W_over70,M_sum,W_sum
응봉동,11200580,105.42,101.0,3,0.0,369.0,15.0,72.0,0.0,5.0,5322.0,0.0,32337.0,2.0,28,115.96035714285712,126.6960714285714,1.0,1402.81,1198.58,12236.98,14263.55,12850.55,18452.04,21029.38,17830.59,12315.37,11284.16,10084.98,12522.17,13206.38,23124.92,25156.37,20542.13,16352.14,20364.25,120262.62,141353.34
응암1동,11380580,55.32,54.45,9,1.0,1661.0,73.0,999.0,0.0,40.0,7341.0,5.0,52705.0,3.0,22,513.4849999999998,697.074090909091,0.0,0.0,0.0,21635.13,36991.27,34540.6,53246.03,51516.87,39842.22,27164.33,26516.78,21569.72,34702.15,44936.63,64912.74,60381.92,51224.52,40002.02,49309.27,291453.23,367038.97
응암2동,11380590,25.42,26.23,4,0.0,707.0,6.0,162.0,0.0,16.0,9263.0,1.0,48503.0,1.0,32,167.065,142.09437500000004,0.0,0.0,0.0,27966.37,21700.72,16798.41,31984.0,37452.08,21244.69,15223.42,14657.22,23187.16,17518.96,19537.43,41373.2,40096.31,27540.72,24157.98,28066.5,187026.91,221478.26
응암3동,11380600,49.06,49.0,3,6.0,1768.0,57.0,218.0,0.0,41.0,6999.0,3.0,40947.0,4.0,25,288.06839999999994,295.4656,0.0,0.0,0.0,14255.43,24230.53,34582.42,43313.89,46634.95,38330.28,28046.96,28055.83,15709.72,21222.01,37750.52,47010.25,48227.8,46769.97,40378.8,50861.57,257450.28999999998,307930.64
이문1동,11230740,28.13,28.94,2,51.0,1191.0,51.0,592.0,0.0,39.0,4948.0,2.0,34665.0,5.0,26,189.8076923076924,200.7484615384616,1.0,5487.1,5533.29,10840.66,23201.48,76899.17,33783.27,33097.24,30173.67,20997.45,21014.73,11422.18,25221.84,93000.35,28998.13,30730.02,29267.91,23634.02,34608.15,250007.67,276882.6
이문2동,11230750,58.58,59.55,5,0.0,688.0,21.0,69.0,0.0,10.0,6280.0,0.0,38519.0,1.0,10,298.9789999999999,306.588,1.0,6798.29,6294.29,13731.22,19319.69,20534.72,23554.9,29646.82,26371.72,19093.05,21467.31,14481.06,19500.63,26025.93,27105.01,29211.09,27309.08,23195.93,37030.9,173719.43,203859.63
이촌1동,11170630,16.84,18.23,6,10.0,812.0,64.0,316.0,0.0,23.0,9540.0,8.0,72168.0,3.0,13,381.9946153846154,375.286923076923,1.0,2957.71,2300.16,29752.91,31760.27,28774.83,42030.36,59322.99,50735.2,33676.82,27480.23,25172.33,28629.7,34494.77,53024.23,66909.94,54598.61,42413.1,49131.54,303533.61,354374.22
이촌2동,11170640,17.61,19.16,2,0.0,347.0,4.0,48.0,0.0,7.0,3415.0,0.0,25900.0,0.0,8,299.0125,224.06375,0.0,0.0,0.0,7788.54,5698.67,8975.49,15654.13,16091.17,14243.11,11546.79,8195.4,5504.27,6094.46,9744.03,15276.65,13852.01,13563.2,13361.27,16384.0,88193.3,93779.89
이태원1동,11170650,29.65,30.81,4,1.0,1538.0,13.0,962.0,0.0,48.0,2198.0,5.0,16922.0,1.0,15,328.0786666666666,335.9466666666666,1.0,7157.81,7424.23,3474.97,5462.86,26801.94,30329.4,24411.59,19710.24,12348.41,10286.36,3870.71,5507.25,28599.58,26792.01,21168.59,18167.86,13235.85,15063.44,132825.77000000002,132405.28999999998
이태원2동,11170660,6.97,9.61,1,0.0,720.0,11.0,302.0,0.0,51.0,3058.0,5.0,17129.0,2.0,18,157.85388888888886,192.16444444444448,0.0,0.0,0.0,5381.42,6956.77,19347.65,31853.13,25458.33,16331.4,10442.85,11254.22,3986.12,5605.13,24044.76,31846.57,23712.68,16474.3,13984.66,17362.41,127025.77,137016.63
이화동,11110640,50.03,49.84,4,0.0,1191.0,30.0,601.0,2.0,64.0,2624.0,4.0,12118.0,2.0,21,460.9009523809524,473.31619047619046,0.0,0.0,0.0,7505.94,11850.44,46712.37,50073.98,45718.34,42729.37,23400.33,22081.24,6303.58,15054.46,66903.27,60063.51,45153.03,37971.27,28944.16,32544.09,250072.01,292937.37
인수동,11305660,27.42,28.39,4,1.0,1560.0,19.0,322.0,0.0,28.0,10128.0,1.0,53725.0,3.0,50,165.2622,155.4630000000001,0.0,0.0,0.0,30330.26,27793.28,41887.99,42730.22,49135.28,48969.08,36588.43,42295.13,19533.79,25341.55,47495.54,44450.71,50198.83,62410.27,54775.05,72560.39,319729.67,376766.13
인헌동,11620625,32.65,33.32,2,1.0,1053.0,41.0,363.0,0.0,24.0,6849.0,4.0,43105.0,2.0,23,261.94347826086954,257.56347826086954,0.0,0.0,0.0,13913.41,20109.16,54134.97,57862.23,40174.85,29439.79,21626.12,22847.57,14926.52,19643.27,65437.95,59974.82,39219.98,38724.99,33097.78,34433.48,260108.10000000003,305458.79000000004
일원1동,11680730,22.71,24.06,4,2.0,2123.0,26.0,156.0,0.0,20.0,4792.0,1.0,34580.0,3.0,15,220.514,257.54266666666666,0.0,0.0,0.0,12410.22,20715.52,23826.57,32484.56,32106.37,31342.48,26538.15,21547.32,11645.89,15636.72,28869.88,32949.88,35007.78,34659.33,36618.23,33237.93,200971.19,228625.64
일원2동,11680740,47.9,47.84,3,5.0,564.0,33.0,48.0,0.0,7.0,6680.0,3.0,39254.0,2.0,10,266.59000000000003,165.236,1.0,7670.87,7066.35,15469.55,23054.2,18262.49,27078.92,31572.28,26281.43,18235.83,14182.58,12385.63,14952.91,17847.23,29614.85,32325.22,27231.22,25116.3,23119.54,174137.28,182592.9
일원본동,11680720,11.77,13.97,3,0.0,500.0,29.0,294.0,1.0,6.0,7280.0,5.0,58346.0,5.0,27,261.1807407407407,233.3111111111111,1.0,7378.97,7282.61,33672.72,50486.85,23940.0,29929.91,42268.28,36659.43,28261.03,24362.95,22700.67,30706.1,34156.13,39603.4,55169.66,46930.95,41890.01,38809.8,269581.17000000004,309966.72
자양1동,11215820,152.42,143.84,5,0.0,1780.0,54.0,791.0,0.0,35.0,5398.0,4.0,52298.0,1.0,13,408.09230769230766,480.6199999999999,0.0,0.0,0.0,12534.65,21434.16,52608.79,51604.12,47001.53,40970.0,27545.08,20353.93,12032.07,20614.56,66618.36,53383.07,46194.81,49483.01,36362.16,37264.39,274052.26,321952.43
자양2동,11215830,54.32,53.55,5,1.0,1433.0,41.0,308.0,0.0,19.0,7066.0,1.0,57744.0,7.0,14,427.0678571428572,410.8771428571428,1.0,18376.1,18189.26,19215.8,20202.1,34901.88,43045.64,40863.92,35304.26,27026.96,21112.59,17087.9,19016.24,38441.96,47671.3,40824.1,39636.2,33788.46,31839.58,241673.14999999997,268305.74
자양3동,11215840,88.26,85.45,8,2.0,1324.0,74.0,371.0,0.0,45.0,8582.0,6.0,65105.0,4.0,17,308.5388235294118,276.3111764705883,1.0,6587.9,6461.16,22320.22,26358.21,39439.93,44711.81,44135.82,36273.35,26493.0,22134.64,23189.9,27985.65,46629.67,49504.11,46951.96,48267.89,34074.79,29306.94,261866.97999999998,305910.91000000003
자양4동,11215847,47.52,47.39,2,3.0,1817.0,60.0,545.0,0.0,56.0,4613.0,2.0,35831.0,1.0,9,531.058888888889,672.0322222222222,1.0,26562.52,28479.84,11271.43,16464.7,48703.13,46807.0,46758.95,49394.49,32400.89,22043.81,12444.74,18540.92,63248.36,48369.12,40501.81,47557.44,34486.99,35183.52,273844.4,300332.9
잠실2동,11710670,73.65,71.77,8,10.0,777.0,72.0,165.0,0.0,21.0,11241.0,6.0,84435.0,6.0,6,560.6716666666666,866.4783333333334,1.0,16246.48,16299.81,46726.3,61715.53,31859.51,41434.32,80152.52,51019.27,27241.18,25778.33,50144.03,70080.03,41467.63,56300.1,93701.95,53989.26,39340.76,36760.38,365926.96,441784.13999999996
잠실3동,11710680,72.16,70.39,9,15.0,1543.0,69.0,214.0,1.0,38.0,11046.0,9.0,83321.0,4.0,18,821.5738888888891,792.9483333333334,0.0,0.0,0.0,42538.98,47509.14,43229.68,57454.42,70336.32,52333.81,38642.41,32805.86,44006.91,52875.49,59514.1,72776.33,83634.76,66840.51,55762.02,49396.96,384850.62,484807.07999999996
잠실4동,11710690,34.65,35.29,6,1.0,383.0,30.0,655.0,0.0,2.0,6866.0,3.0,69486.0,3.0,7,217.22714285714284,328.3314285714286,0.0,0.0,0.0,42697.74,28628.22,21810.87,27370.92,40341.84,28714.63,19696.54,17312.74,33335.29,23186.62,28221.46,41012.7,46362.39,33173.03,29447.24,27306.24,226573.5,262044.97
잠실6동,11710710,88.84,85.58,9,28.0,2629.0,86.0,236.0,0.0,79.0,5372.0,18.0,67866.0,2.0,12,987.0825,994.3016666666668,3.0,24102.226666666666,24431.87,24035.93,35766.07,60908.55,83083.19,83507.91,60951.3,37130.72,28440.49,22797.82,37997.95,85211.17,90920.85,77079.04,67092.51,50150.27,42966.26,413824.16000000003,474215.87
잠실7동,11710720,48.45,48.16,4,1.0,196.0,17.0,16.0,1.0,2.0,3198.0,4.0,25325.0,4.0,3,1183.0633333333333,717.3566666666666,2.0,2758.195,2958.725,8279.93,11070.9,11742.12,13710.54,17607.79,16351.08,12859.62,13411.71,6781.36,14733.69,14325.55,16663.4,19928.28,17987.29,17146.97,21527.24,105033.69,129093.78
잠실본동,11710650,77.35,75.94,4,4.0,3042.0,130.0,1798.0,0.0,63.0,9583.0,9.0,63635.0,1.0,12,738.3916666666668,607.4491666666667,0.0,0.0,0.0,30731.05,38378.91,59869.46,78976.28,72140.18,50347.44,34956.66,31285.83,29373.16,38136.8,73094.54,81601.55,70802.68,59333.38,43945.78,43693.17,396685.81,439981.06
잠원동,11650540,43.29,43.16,7,6.0,2199.0,97.0,937.0,0.0,46.0,11494.0,8.0,81638.0,2.0,21,395.7376190476192,514.5471428571427,1.0,3659.39,3584.68,28521.15,41892.74,44178.05,66859.83,90506.89,62750.43,33084.11,25404.34,29216.27,44921.32,61978.24,71613.24,81252.31,57503.37,38537.36,39295.31,393197.54000000004,424317.42
장안1동,11230650,42.45,42.55,6,17.0,4409.0,76.0,1552.0,0.0,44.0,11799.0,10.0,90303.0,3.0,25,595.0827999999998,610.2168,0.0,0.0,0.0,25522.3,25888.37,53054.12,81069.45,80107.62,65695.06,48122.07,37512.0,23049.75,24595.77,63322.22,80137.71,66436.2,62940.95,50936.16,49409.22,416970.99,420827.98
장안2동,11230660,57.19,56.74,3,0.0,3071.0,64.0,182.0,0.0,64.0,9852.0,2.0,70795.0,4.0,28,425.9896428571429,412.89142857142855,0.0,0.0,0.0,32059.09,35302.77,35501.97,50988.67,58028.91,47621.91,32589.7,29824.08,31163.14,32130.08,40644.79,57548.84,58252.04,51439.34,40620.89,45233.06,321917.1,357032.18000000005
장암동,41150561,23.39,24.35,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44.71,20.06,1.0,1898.68,887.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장위1동,11290760,27.42,28.26,2,14.0,911.0,19.0,178.0,0.0,17.0,6134.0,1.0,37802.0,2.0,34,220.76999999999995,203.9032352941177,0.0,0.0,0.0,19182.69,26722.01,30415.53,33258.32,35443.77,36379.13,25609.8,24572.91,18030.46,26239.38,33168.99,36397.01,41777.95,43844.6,37373.79,38774.19,231584.15999999997,275606.37
장위2동,11290770,43.77,43.42,1,4.0,1106.0,30.0,179.0,0.0,14.0,4120.0,2.0,26109.0,2.0,26,190.83384615384617,211.22923076923072,0.0,0.0,0.0,9528.62,13415.59,18878.11,18369.78,20811.69,20843.49,16566.0,16825.46,7879.9,10881.11,20769.79,19423.14,21567.97,24839.89,22492.68,26820.12,135238.74,154674.6
장위3동,11290780,35.61,35.87,5,0.0,597.0,16.0,192.0,0.0,12.0,6078.0,0.0,29461.0,3.0,37,151.40567567567567,159.822972972973,0.0,0.0,0.0,7192.09,9529.7,10760.24,13381.76,15280.93,13215.71,10103.76,8783.74,5626.74,7974.55,13126.51,15202.54,15017.41,14337.46,12941.18,12345.04,88247.93,96571.43
장지동,11710646,30.1,31.03,14,1.0,1337.0,30.0,139.0,1.0,27.0,11732.0,2.0,84332.0,5.0,40,214.18050000000008,181.4105,0.0,0.0,0.0,37325.38,46538.74,49480.44,69638.42,67314.2,54188.01,40667.7,26147.09,33644.97,41370.45,51841.37,74210.46,64386.77,64732.5,50253.43,46623.38,391299.98,427063.32999999996
장충동,11140580,13.16,15.13,4,1.0,819.0,6.0,184.0,0.0,31.0,2433.0,5.0,9980.0,1.0,11,232.2136363636364,232.4636363636364,1.0,5675.16,5871.52,2245.73,4524.68,25457.67,26095.72,25096.12,20305.99,12222.98,9329.75,2361.34,5385.61,30648.06,24794.75,20206.96,16990.02,12223.79,9613.39,125278.64,122223.91999999998
전농1동,11230560,38.55,38.84,6,2.0,2262.0,52.0,839.0,0.0,41.0,8308.0,2.0,51235.0,1.0,30,749.5519999999998,699.0123333333333,2.0,14413.84,14841.63,24933.85,27928.24,62038.44,56343.16,62536.64,54917.38,41260.21,39144.23,21624.7,30566.43,68281.87,56547.87,54058.56,59138.42,48384.05,57703.32,369102.15,396305.22
전농2동,11230570,42.84,42.9,10,2.0,920.0,28.0,71.0,1.0,24.0,6437.0,1.0,38411.0,9.0,12,626.7475000000001,570.8141666666668,0.0,0.0,0.0,19342.0,21632.24,26642.32,24357.59,33304.88,26900.38,18354.4,18721.44,16567.51,22912.35,26703.92,27363.86,31351.43,30733.83,26816.63,30219.04,189255.25,212668.57
정릉1동,11290620,55.65,54.55,1,3.0,757.0,19.0,213.0,0.0,18.0,5856.0,0.0,40038.0,0.0,15,454.1453333333332,561.7926666666666,1.0,3535.61,3265.9,15499.36,17860.32,18001.35,20313.85,26774.28,23075.64,15535.01,14361.08,16448.08,20835.6,21988.6,26626.46,32543.69,27000.09,19842.76,27179.62,151420.89,192464.9
정릉2동,11290630,97.81,94.65,2,1.0,904.0,26.0,208.0,0.0,18.0,8211.0,2.0,45038.0,2.0,50,166.44259999999997,144.75120000000004,0.0,0.0,0.0,17660.09,21785.43,29871.44,31319.14,36289.21,32173.63,25894.39,23849.3,23022.47,21476.35,34852.37,36537.93,39710.85,39191.79,32568.36,39905.63,218842.63,267265.75
정릉3동,11290640,14.03,16.1,2,2.0,717.0,5.0,221.0,0.0,27.0,5359.0,1.0,26163.0,4.0,29,140.3010344827586,151.0493103448276,0.0,0.0,0.0,8991.57,13998.84,44911.96,23540.94,22629.13,23693.18,16821.78,16804.79,8256.51,13685.58,39936.52,20376.87,20402.11,22011.99,20403.15,27806.36,171392.19,172879.09000000003
정릉4동,11290650,123.23,118.52,1,0.0,929.0,40.0,215.0,1.0,24.0,8993.0,3.0,54199.0,2.0,35,324.562857142857,316.0571428571429,1.0,4657.29,4472.23,17657.7,21065.22,25743.05,26938.89,32872.12,28573.44,22900.72,26983.81,15654.55,19446.2,30676.85,31652.46,37440.37,33060.88,34471.05,40403.9,202734.95,242806.26
제기동,11230545,35.97,36.55,5,8.0,4632.0,563.0,1305.0,0.0,37.0,7896.0,5.0,45484.0,5.0,26,547.5,500.0015384615385,1.0,5945.0,5674.58,18690.23,23437.57,73785.2,50698.06,54197.1,57630.95,49178.11,51637.21,15220.99,25402.8,74043.67,44894.4,42076.34,53096.23,53915.34,77214.33,379254.43,385864.1
조원동,11620725,96.35,93.29,5,1.0,2150.0,28.0,540.0,0.0,28.0,4180.0,1.0,35074.0,1.0,22,622.4654545454546,828.701818181818,0.0,0.0,0.0,12996.0,15638.52,62879.88,76746.34,62148.99,50255.88,32107.88,24496.56,11286.94,13999.25,75558.83,60854.93,43957.85,45792.43,36173.75,32837.4,337270.05,320461.38
종로1.2.3.4가동,11110615,45.39,45.19,27,14.0,15472.0,140.0,3644.0,2.0,267.0,1652.0,44.0,39235.0,2.0,62,777.9982258064513,720.429516129032,6.0,16025.666666666666,16125.983333333332,11660.22,15084.17,106284.0,147931.09,169016.31,136393.17,80929.99,63323.8,7853.89,19214.68,132381.35,113637.65,98107.89,81716.19,56127.03,50888.32,730622.75,559927.0
종로5.6가동,11110630,30.81,31.55,11,4.0,0.0,87.0,0.0,0.0,50.0,0.0,0.0,13240.0,1.0,16,642.44625,588.0124999999999,1.0,17227.16,17072.0,2979.77,6867.6,27259.24,36566.85,39156.68,44738.64,30194.73,21694.86,1827.94,6369.65,31851.05,28065.23,26838.65,32639.98,25044.04,25713.85,209458.37,178350.39
종암동,11290705,53.13,52.71,4,2.0,2034.0,67.0,476.0,0.0,39.0,12235.0,2.0,73664.0,5.0,54,282.089074074074,267.169074074074,0.0,0.0,0.0,32578.24,48967.28,72673.3,62242.32,69775.57,63892.68,44947.46,41431.21,37557.8,47203.18,78403.79,66007.3,71128.66,74973.75,53905.57,77316.29,436508.06,506496.34
중계1동,11350621,55.1,54.58,10,2.0,1050.0,20.0,298.0,0.0,26.0,8743.0,3.0,58957.0,4.0,18,294.8661111111111,336.5566666666667,0.0,0.0,0.0,26509.44,84720.08,27803.99,20447.9,49984.35,42621.28,21781.26,17697.49,22997.31,73696.33,32562.0,27629.8,73322.55,49203.37,27211.36,33943.55,291565.79000000004,340566.27
중계2.3동,11350625,66.32,64.68,7,4.0,1382.0,67.0,374.0,0.0,16.0,14301.0,2.0,62288.0,9.0,32,227.310625,238.8903125,1.0,11016.97,10054.52,34386.76,47599.74,42170.12,44086.7,57611.44,51412.26,35869.13,36881.46,29065.19,48490.5,47739.53,52156.01,73148.27,70293.75,55010.77,75181.71,350017.61,451085.73
중계4동,11350624,47.42,47.0,3,1.0,1059.0,37.0,366.0,0.0,26.0,7706.0,3.0,41447.0,6.0,7,826.2699999999999,880.83,0.0,0.0,0.0,15240.24,32930.92,21709.12,18477.67,29264.64,29972.73,21739.17,22592.25,15720.24,25611.77,23141.27,21263.48,37907.02,36557.06,26466.67,45766.68,191926.74,232434.19
중계본동,11350619,44.03,43.68,5,0.0,1205.0,34.0,363.0,0.0,33.0,8088.0,2.0,57333.0,5.0,19,341.89000000000004,243.3105263157895,0.0,0.0,0.0,24140.16,71895.83,24619.57,16522.49,39727.88,36279.19,17656.55,14303.68,21640.51,65722.38,27993.8,23322.88,62176.13,42802.8,21213.13,26356.75,245145.34999999998,291228.38
중곡1동,11215740,60.55,59.42,4,6.0,1588.0,71.0,636.0,0.0,24.0,3613.0,0.0,33842.0,0.0,17,219.5494117647059,191.0641176470588,0.0,0.0,0.0,11773.1,10461.7,29810.69,37374.09,30273.72,30044.38,20298.64,15442.35,9671.89,10184.57,37694.63,37621.35,28364.57,30163.72,25009.37,21844.33,185478.66999999998,200554.43
중곡2동,11215750,53.74,52.32,1,1.0,1674.0,96.0,337.0,0.0,39.0,4986.0,4.0,37276.0,1.0,16,337.5275,335.4493749999999,0.0,0.0,0.0,14724.77,16112.17,30274.22,39193.36,32983.8,31822.04,19419.88,16231.59,14277.15,16309.19,40159.03,42677.79,32903.05,36230.17,28910.43,26190.16,200761.83000000002,237656.97
중곡3동,11215760,27.65,28.52,3,0.0,1301.0,25.0,291.0,0.0,28.0,3870.0,1.0,29014.0,2.0,22,198.3440909090909,160.56181818181818,1.0,7909.74,7459.52,12243.46,13516.34,25101.47,31070.61,26916.06,29003.32,20382.46,17405.83,12174.19,12538.56,26153.44,30116.25,29267.75,34043.01,25461.13,27163.21,175639.55000000002,196917.54
중곡4동,11215770,55.52,54.77,2,0.0,1524.0,79.0,328.0,0.0,35.0,7366.0,2.0,53933.0,6.0,32,98.74499999999998,116.01343750000002,0.0,0.0,0.0,18548.75,26141.36,39239.85,44173.37,40532.46,45276.56,33859.36,28700.66,18845.86,23132.84,42515.35,50034.47,45294.52,54771.64,45741.8,47491.42,276472.37,327827.9
중림동,11140680,16.58,18.52,6,5.0,1016.0,24.0,359.0,1.0,24.0,4324.0,2.0,24518.0,4.0,11,338.3536363636363,289.72090909090906,0.0,0.0,0.0,6109.73,4552.68,12372.81,23513.69,25032.64,19587.04,10672.34,9318.79,5326.37,5535.62,16615.41,24377.01,21425.15,16855.79,10671.05,11141.71,111159.72,111948.10999999999
중앙동,11620615,49.58,49.13,4,1.0,965.0,44.0,353.0,0.0,16.0,3591.0,3.0,21245.0,1.0,11,737.7690909090909,789.13,1.0,37701.52,36992.77,9268.84,13099.06,46058.39,42200.41,26543.31,22664.0,16361.55,16906.64,9097.57,13806.98,57169.85,38548.97,26868.01,26031.59,21283.79,25919.6,193102.2,218726.36
중화1동,11260600,43.42,43.26,3,0.0,1089.0,33.0,215.0,0.0,10.0,5691.0,1.0,39090.0,5.0,14,230.41000000000005,343.8928571428572,0.0,0.0,0.0,20984.2,17278.03,23721.88,29483.96,25114.88,26694.87,20892.76,19742.3,15418.8,16619.45,26862.64,30123.4,29161.3,34624.92,29689.14,32435.1,183912.88,214934.75
중화2동,11260610,27.68,28.55,7,4.0,2111.0,42.0,496.0,0.0,27.0,6553.0,3.0,45337.0,0.0,28,322.0542857142857,287.5089285714285,2.0,6734.695,6520.825,18490.94,20563.95,37728.06,45884.72,43758.09,56189.23,39328.37,36640.55,18303.13,19199.47,42995.62,44435.14,44252.36,54739.68,48492.76,53065.16,298583.91000000003,325483.32000000007
증산동,11380640,60.13,59.16,2,1.0,945.0,14.0,245.0,0.0,18.0,4864.0,0.0,35603.0,3.0,10,695.9489999999998,704.746,1.0,8013.84,7957.58,7677.27,11657.25,18630.39,21015.12,21792.18,21974.27,17228.33,16002.85,10765.86,13524.41,21108.68,22104.0,23429.63,24360.22,20908.93,24021.29,135977.66,160223.02000000002
진관동,11380690,22.65,24.03,27,1.0,1894.0,78.0,710.0,2.0,71.0,17146.0,6.0,121124.0,11.0,68,267.17749999999995,256.0813235294119,1.0,16349.45,15735.71,81189.15,109686.48,69150.71,84345.16,119265.39,96922.45,69693.78,58822.2,74620.15,95958.61,94576.72,114756.73,146990.09,112638.9,87535.29,103170.3,689075.3200000001,830246.79
창1동,11320511,28.0,29.03,5,1.0,1538.0,32.0,343.0,2.0,31.0,9024.0,2.0,59069.0,4.0,22,633.5068181818182,533.3281818181817,2.0,13632.145,12407.08,18813.97,26226.78,32834.11,37301.84,42554.29,38649.1,31084.43,29971.32,15551.41,23927.36,38572.83,42211.47,46319.25,48753.2,40062.47,47870.28,257435.84000000003,303268.27
창2동,11320512,62.26,60.87,3,11.0,1410.0,29.0,358.0,0.0,22.0,8798.0,0.0,57893.0,1.0,25,259.5976,290.2428,0.0,0.0,0.0,24895.0,27742.22,43086.75,47877.85,47615.23,45170.34,33961.76,33727.32,22067.12,26421.28,44703.91,49910.61,50144.76,57523.73,48333.89,55735.77,304076.47000000003,354841.07
창3동,11320513,17.87,19.29,2,0.0,915.0,24.0,246.0,0.0,17.0,3977.0,0.0,26525.0,2.0,14,307.4114285714286,269.27714285714285,0.0,0.0,0.0,10911.96,12267.36,15341.74,14338.23,20933.95,20732.27,14636.25,14793.13,8997.38,10299.32,15224.24,15164.91,20417.53,24033.68,18955.48,27647.2,123954.89000000001,140739.74
창4동,11320514,57.03,56.0,7,0.0,1319.0,32.0,367.0,1.0,17.0,10132.0,3.0,60405.0,5.0,32,325.000625,308.6146875,0.0,0.0,0.0,24526.93,37689.63,39019.16,42484.78,50704.06,53139.47,39094.68,35786.42,22985.67,35590.76,42826.91,47136.58,58899.23,67221.0,47478.25,54671.95,322445.13,376810.35
창5동,11320515,50.87,50.42,8,1.0,2157.0,52.0,374.0,0.0,36.0,8681.0,2.0,55260.0,3.0,18,361.978888888889,388.3866666666668,2.0,10074.065,10689.825,20096.83,23326.17,29557.36,33244.63,33998.24,33812.49,28446.88,23283.56,19241.33,22988.95,34128.81,35904.43,39160.01,43344.93,37858.74,36776.21,225766.15999999997,269403.41000000003
창신1동,11110670,39.94,40.65,2,6.0,2179.0,20.0,454.0,0.0,17.0,1589.0,4.0,8393.0,1.0,7,1245.4799999999998,1244.457142857143,3.0,10607.506666666666,10585.56,1533.84,3881.4,13964.77,18202.75,19137.99,21664.79,16364.25,12224.35,1843.56,3515.0,15608.35,16494.71,17977.12,23718.23,17027.74,15687.37,106974.14000000001,111872.07999999999
창신3동,11110690,17.13,18.97,4,2.0,281.0,4.0,58.0,0.0,4.0,2150.0,0.0,12173.0,2.0,5,211.742,106.01399999999998,1.0,2743.16,2236.23,3022.74,3963.17,5909.73,8462.12,8144.24,8235.39,6019.38,4696.82,4689.03,6265.36,7134.89,8803.73,9046.21,9938.58,7375.89,7878.66,48453.590000000004,61132.34999999999
천연동,11410520,21.9,23.29,1,0.0,915.0,44.0,277.0,1.0,9.0,6081.0,1.0,35485.0,3.0,36,245.75500000000005,259.60527777777787,1.0,5453.52,5483.77,17557.25,19691.69,26389.84,24994.58,32687.33,30558.49,18530.2,17961.72,12234.82,18253.59,24400.65,32323.6,35563.42,33879.03,25180.28,32972.91,188371.1,214808.3
천호1동,11740600,27.16,27.9,2,5.0,1534.0,24.0,384.0,0.0,24.0,8035.0,1.0,61242.0,5.0,18,157.09999999999997,188.13444444444448,1.0,7867.94,7513.71,45126.63,48627.15,53001.82,66264.04,75194.97,62029.61,49012.67,40651.19,40837.47,45976.2,58172.84,78257.76,77176.47,76567.34,67501.76,66435.27,439908.07999999996,510925.1099999999
천호2동,11740610,87.23,84.39,6,87.0,3439.0,116.0,1040.0,1.0,64.0,9362.0,3.0,68364.0,2.0,27,353.08407407407407,273.62888888888887,0.0,0.0,0.0,39614.43,39208.62,66292.03,92932.85,86106.08,80405.1,61364.25,49706.44,31309.95,35508.14,78750.08,96905.64,83296.96,94332.04,79434.84,74751.36,515629.8,574289.01
천호3동,11740620,39.74,40.16,5,1.0,1830.0,64.0,479.0,0.0,33.0,7964.0,2.0,52692.0,1.0,10,274.97,264.05499999999995,0.0,0.0,0.0,23049.69,23077.06,47435.5,62916.04,56368.77,50598.38,42021.91,34556.11,20158.33,21722.73,60728.59,65845.39,54459.12,56080.84,51822.79,53112.32,340023.45999999996,383930.11
청담동,11680565,10.9,12.84,8,9.0,4212.0,249.0,1677.0,1.0,107.0,9731.0,19.0,92320.0,4.0,23,723.455652173913,710.4391304347827,0.0,0.0,0.0,27369.41,34622.37,64434.93,101313.27,103183.07,71596.91,43477.4,31451.09,24228.48,30835.37,105828.27,123640.88,99217.33,73622.85,52828.99,48586.58,477448.45000000007,558788.75
청량리동,11230705,56.42,55.71,8,4.0,1614.0,56.0,385.0,0.0,17.0,6209.0,4.0,38050.0,3.0,24,273.28333333333325,397.6704166666668,0.0,0.0,0.0,10713.21,14770.86,29831.7,30065.82,31180.31,34194.04,31221.09,31149.95,7060.59,11421.28,30529.16,26318.14,28094.64,35521.83,35050.47,49622.34,213126.98,223618.45
청룡동,11620595,37.45,37.71,6,2.0,1855.0,39.0,655.0,0.0,53.0,7921.0,6.0,45855.0,8.0,15,922.066,695.5053333333334,1.0,19077.06,17770.58,13370.27,26029.38,127700.95,91214.54,61878.64,47162.82,35209.99,35643.65,14961.21,28588.89,152741.1,85648.41,51414.49,54943.4,45867.43,51191.34,438210.24,485356.26999999996
청운효자동,11110515,28.19,29.03,3,0.0,1028.0,13.0,446.0,1.0,41.0,4134.0,4.0,26042.0,6.0,26,202.47346153846144,216.43730769230768,0.0,0.0,0.0,13521.15,21790.7,28441.12,28095.21,34085.48,25834.45,14530.67,14890.2,11603.29,15404.66,26377.66,29226.18,35988.22,30376.18,19499.78,28179.71,181188.98,196655.68
