Dong_name,code_dong,return_day,rent_day,rental_stop,large_store,company,hospital,restaurant,park,cafe,house,bank,car,school,bus_stop,bus_geton_people,bus_getoff_people,subway_station,subway_geton_people,subway_getoff_people,M_child,M_teenager,M_20,M_30,M_40,M_50,M_60,M_over70,W_child,W_teenager,W_20,W_30,W_40,W_50,W_60,W_over70,M_sum,W_sum
가락1동,11710631,42.58,42.35,7,2.0,2988.0,5.0,287.0,0.0,13.0,9716.0,8.0,42080.0,3.0,9,481.9166666666667,468.35,2.0,5893.355,6220.325,23515.48,24330.13,33753.19,59091.99,61042.0,54941.07,39279.78,25572.03,21462.96,26269.89,37340.87,63199.29,53669.2,56419.0,46770.79,33483.47,321525.67,338615.47000000003
가락2동,11710632,47.42,46.97,5,6.0,1901.0,44.0,144.0,1.0,43.0,10424.0,5.0,77543.0,3.0,22,261.4668181818182,226.715,2.0,5360.42,5483.065,25077.51,42193.78,39292.13,48313.11,50043.06,45654.23,36486.47,27235.7,27266.29,37623.89,43008.96,53467.95,61379.82,59961.07,47852.46,40968.07,314295.99,371528.51
가락본동,11710620,29.9,31.0,6,2.0,3489.0,44.0,1986.0,0.0,68.0,8410.0,9.0,83856.0,4.0,22,358.7113636363636,339.9609090909091,1.0,2918.03,2832.87,31127.56,34899.93,59187.15,87857.31,83753.81,75218.79,47993.64,29118.88,28307.03,33042.97,67452.62,81496.19,76617.26,78745.07,55112.75,39906.06,449157.07,460679.95
가리봉동,11530595,27.84,28.74,1,0.0,993.0,8.0,326.0,0.0,10.0,2551.0,0.0,19644.0,1.0,9,637.0388888888888,750.6555555555556,0.0,0.0,0.0,2528.81,3374.13,24824.91,35310.47,30776.48,29022.18,16501.66,9796.51,1628.15,3141.69,24724.62,23998.43,17637.52,21234.31,14367.82,15249.66,152135.15000000002,121982.2
가산동,11545510,43.42,43.35,19,7.0,16661.0,57.0,2419.0,0.0,183.0,6200.0,26.0,134465.0,0.0,100,280.8064999999999,257.2033,3.0,20195.666666666668,21089.7,11830.58,14937.14,156814.59,228349.3,192426.07,127858.95,56961.42,25773.79,11959.29,16029.77,163080.66,141960.79,92089.7,75059.8,42315.15,28966.7,814951.84,571461.86
가양1동,11500603,86.13,84.16,39,5.0,5790.0,48.0,1645.0,1.0,200.0,7921.0,13.0,158131.0,3.0,59,182.8028813559322,177.68525423728812,2.0,3587.905,3664.74,31744.97,34466.09,90580.57,153124.95,129794.71,83507.29,50805.38,30425.05,27042.81,32426.86,128138.86,132299.75,84939.29,70422.0,49780.93,41748.91,604449.01,566799.4099999999
가양2동,11500604,119.9,117.77,3,0.0,633.0,45.0,154.0,1.0,12.0,7085.0,2.0,29210.0,2.0,12,138.96916666666667,136.68999999999997,0.0,0.0,0.0,5645.12,8924.45,16189.0,31747.88,25737.01,24102.72,26691.17,24453.4,6891.93,7067.37,23425.53,33401.45,21784.11,30036.86,31056.32,40668.28,163490.75,194331.85
가양3동,11500605,74.45,72.77,4,0.0,904.0,14.0,141.0,0.0,7.0,7454.0,0.0,39352.0,3.0,13,181.4492307692308,185.64615384615385,0.0,0.0,0.0,7344.63,5763.02,12994.24,29663.14,25261.08,19279.57,15173.44,13608.62,3761.63,4933.17,17906.56,31527.4,18676.84,21131.95,18983.14,25125.46,129087.74,142046.15000000002
가회동,11110600,25.26,26.32,4,0.0,765.0,10.0,323.0,0.0,63.0,1601.0,4.0,9304.0,4.0,22,126.74772727272726,162.90045454545452,0.0,0.0,0.0,2961.85,8009.96,9742.11,16411.53,17892.26,13552.91,5672.05,5557.59,3783.93,5612.96,10542.17,12441.07,14470.26,11341.39,7262.0,9729.84,79800.26,75183.62
갈현1동,11380551,20.1,21.42,3,4.0,1498.0,66.0,857.0,1.0,29.0,7330.0,1.0,41106.0,0.0,43,224.9262790697674,224.5518604651164,2.0,14931.03,14090.13,14317.4,23312.63,44283.09,40334.04,40558.53,38976.67,30463.69,28067.4,12904.63,23066.15,48865.77,39809.33,42749.64,52605.82,41969.44,48025.16,260313.44999999998,309995.94
갈현2동,11380552,169.32,152.23,1,6.0,1579.0,50.0,260.0,0.0,42.0,9400.0,1.0,52984.0,10.0,31,265.284193548387,226.30354838709675,0.0,0.0,0.0,21080.21,29611.22,36586.31,34578.44,43036.41,34448.11,25811.85,23965.34,17321.5,31886.59,40459.96,40707.3,49600.38,44770.73,36248.89,46731.31,249117.89,307726.66000000003
강일동,11740515,35.06,35.77,13,0.0,962.0,27.0,138.0,0.0,8.0,11745.0,1.0,75535.0,6.0,49,157.1926530612245,157.71530612244894,0.0,0.0,0.0,59634.61,65889.48,50547.91,80913.48,99184.02,68434.04,47352.77,44100.58,56497.37,60173.66,54523.78,95529.47,90253.81,70937.25,64792.83,62618.11,516056.89,555326.28
개봉1동,11530740,36.32,36.71,6,2.0,1698.0,24.0,469.0,0.0,37.0,10967.0,2.0,74327.0,3.0,47,371.25170212765954,350.48574468085104,1.0,17046.1,17313.81,27741.86,29561.32,38308.73,49976.55,51968.8,48946.75,37788.0,34833.8,23906.37,27456.98,41976.76,49519.04,51244.13,58164.55,49608.67,57515.54,319125.81,359392.04
개봉2동,11530750,33.19,33.55,4,1.0,1212.0,26.0,269.0,0.0,21.0,11045.0,3.0,66906.0,0.0,23,428.84,410.5582608695652,0.0,0.0,0.0,28412.92,25729.3,31867.84,42060.69,44340.52,35656.36,31521.71,32242.25,25182.49,23762.63,35349.99,47475.46,44399.55,46805.33,45922.56,45050.57,271831.58999999997,313948.58
개봉3동,11530760,44.81,44.52,1,1.0,1020.0,13.0,268.0,1.0,27.0,7266.0,2.0,41199.0,4.0,19,193.6,204.3942105263157,0.0,0.0,0.0,20175.1,19720.04,21519.6,25717.8,28772.38,24867.24,21486.03,21692.39,16576.54,14357.4,20925.7,26247.44,28342.38,32413.97,32449.92,32757.34,183950.58000000002,204070.69
개포1동,11680660,3.68,4.65,3,0.0,169.0,6.0,546.0,0.0,1.0,1608.0,1.0,36584.0,1.0,16,160.101875,184.173125,0.0,0.0,0.0,8191.98,10830.33,8852.45,14026.45,20335.68,17213.52,12340.57,9805.15,8001.97,10451.65,9224.44,15951.42,20245.62,15677.43,14886.05,14347.83,101596.13,108786.41
개포2동,11680670,12.39,14.32,8,0.0,737.0,38.0,320.0,0.0,20.0,7063.0,2.0,50646.0,7.0,35,207.60228571428576,184.8697142857142,3.0,2340.1733333333336,2285.99,17760.5,35007.61,23188.65,26057.55,41310.07,36766.57,27331.81,21916.77,13664.72,29746.87,22380.04,31322.66,48357.74,39946.19,35551.39,36512.45,229339.53,257482.06
개포4동,11680690,20.03,21.45,8,0.0,1884.0,32.0,176.0,0.0,31.0,7409.0,4.0,49779.0,3.0,28,306.1674999999999,214.99428571428567,0.0,0.0,0.0,11902.2,18740.03,21471.58,30100.13,32699.72,29739.02,19143.19,11980.72,11053.17,19442.21,23149.74,30783.63,32925.44,28695.46,25098.91,18952.36,175776.59,190100.92
거여1동,11710531,37.35,37.94,5,2.0,826.0,6.0,435.0,0.0,16.0,3552.0,0.0,29901.0,2.0,6,315.41,369.8766666666667,1.0,6675.81,6415.06,7106.77,14997.14,19162.93,22713.85,23859.27,23734.0,16762.87,14137.78,8010.48,12649.63,18893.0,22488.0,23728.24,28651.29,22337.47,20603.93,142474.61000000002,157362.03999999998
거여2동,11710532,43.84,43.68,3,1.0,841.0,24.0,90.0,0.0,14.0,5382.0,3.0,39798.0,2.0,10,215.99,235.483,0.0,0.0,0.0,12969.02,19931.06,18533.14,26160.2,28495.2,26861.55,19053.25,17219.37,13903.38,15800.21,19673.31,29544.4,30675.44,32139.4,26965.63,28216.23,169222.78999999998,196918.0
고덕1동,11740550,14.19,15.61,8,0.0,732.0,9.0,203.0,0.0,20.0,7536.0,0.0,55533.0,5.0,20,139.7695,120.55,0.0,0.0,0.0,55562.71,52761.08,24143.05,32142.12,55419.46,35058.49,25828.02,17986.88,46693.33,37954.99,25429.38,42708.9,56128.51,38174.19,33066.25,28661.94,298901.81000000006,308817.49
고덕2동,11740560,11.94,13.77,7,1.0,677.0,4.0,223.0,1.0,20.0,6605.0,1.0,33204.0,5.0,17,243.3205882352941,294.8347058823529,0.0,0.0,0.0,12527.89,20725.48,18930.57,30597.35,35474.78,30653.97,23342.04,17791.08,10990.23,17773.95,19963.77,33183.57,36561.23,31509.07,26237.44,28318.0,190043.15999999997,204537.26
고척1동,11530720,49.9,49.32,6,18.0,2541.0,26.0,499.0,0.0,38.0,7405.0,4.0,57338.0,5.0,30,278.1633333333333,281.6986666666666,0.0,0.0,0.0,19103.81,27619.87,34004.28,33634.17,41705.79,42705.72,30060.14,24959.29,22056.91,27474.9,35786.89,36691.31,42675.64,44637.86,35360.08,33251.76,253793.07,277935.35
고척2동,11530730,53.13,52.77,2,0.0,1460.0,25.0,335.0,1.0,17.0,8142.0,1.0,62690.0,4.0,39,215.7594871794872,189.7828205128205,0.0,0.0,0.0,21578.45,23687.47,23612.68,27078.07,33341.04,30078.54,23567.7,22675.25,22185.92,21789.11,25961.91,26765.32,35844.92,35530.02,30998.98,33678.72,205619.2,232754.90000000002
공덕동,11440565,51.35,50.55,6,1.0,2756.0,33.0,894.0,0.0,44.0,11878.0,8.0,80860.0,2.0,34,334.835588235294,297.5894117647059,1.0,13449.52,12937.84,29496.29,30738.88,55539.17,83794.37,77985.48,67530.76,40595.97,31577.05,27014.14,29828.28,82321.93,95975.23,77844.24,73544.16,50853.26,51426.12,417257.97,488807.36
공릉1동,11350595,52.52,51.77,9,3.0,2841.0,62.0,906.0,0.0,56.0,13582.0,6.0,79020.0,3.0,47,178.0157446808511,177.38553191489365,3.0,6650.796666666666,6660.009999999999,41853.74,44940.71,82744.77,70069.71,76173.9,69590.4,55881.58,47257.11,33554.61,38963.28,87018.68,74016.12,75281.59,81695.67,71881.04,76731.57,488511.92,539142.56
공릉2동,11350600,46.48,46.29,10,2.0,1955.0,26.0,648.0,1.0,48.0,12923.0,6.0,88477.0,9.0,59,161.86627118644066,175.68711864406774,1.0,8621.03,6836.77,40584.43,64169.38,93790.6,60037.14,69994.63,60324.11,44275.04,37297.55,35485.42,54233.8,85987.22,64019.19,77572.36,71542.23,52067.46,58435.01,470472.88,499342.69
공항동,11500620,58.26,57.39,18,1.0,2040.0,25.0,633.0,0.0,46.0,7888.0,7.0,70493.0,5.0,61,116.69393442622948,103.47491803278685,5.0,4457.078,5143.683999999999,51289.99,31907.86,54520.9,82199.83,81314.83,60616.94,39294.12,31076.49,43601.97,25875.89,61293.17,76462.87,61820.84,48540.2,38168.12,41721.73,432220.96,397484.79
광장동,11215810,25.68,26.48,8,1.0,1398.0,59.0,411.0,1.0,52.0,10349.0,8.0,81481.0,7.0,35,101.50057142857143,89.41485714285714,1.0,10081.42,9270.52,40293.1,71377.98,43414.94,45066.11,74627.42,62011.11,36834.89,29661.35,42988.93,72417.27,51439.79,58766.38,94907.91,70135.5,41268.46,40161.08,403286.9,472085.32
광희동,11140590,38.65,38.81,9,31.0,8472.0,42.0,1205.0,0.0,70.0,1828.0,15.0,17186.0,1.0,17,564.6352941176472,541.6811764705882,0.0,0.0,0.0,3815.4,7602.01,41768.61,57241.22,57792.85,46879.15,28092.03,17502.72,3251.06,8450.05,57285.97,53849.41,40929.76,35353.26,25580.8,19156.74,260693.99,243857.05
교남동,11110580,59.65,58.45,3,0.0,413.0,20.0,245.0,0.0,11.0,3917.0,3.0,16448.0,2.0,24,344.3795833333333,239.18625,0.0,0.0,0.0,7902.38,7517.7,8608.23,12390.35,16055.16,13029.79,7643.95,6758.56,5241.42,8055.99,11689.42,13568.82,15218.51,12392.42,9606.31,11074.85,79906.12,86847.73999999999
구로1동,11530520,50.71,50.29,6,5.0,728.0,22.0,149.0,0.0,16.0,6820.0,0.0,121930.0,3.0,20,168.3805,158.973,0.0,0.0,0.0,25429.71,22664.79,21333.6,32778.56,35715.51,26305.5,18737.93,13656.74,26838.66,22682.6,24367.71,37328.14,33815.54,29754.1,25315.92,18536.25,196622.34,218638.91999999998
구로2동,11530530,23.87,25.13,6,41.0,7653.0,49.0,823.0,0.0,33.0,7183.0,11.0,76612.0,2.0,35,517.3380000000001,511.3357142857144,1.0,4880.45,4941.61,17463.36,21332.81,46020.44,71886.12,81835.55,79233.53,52534.18,35852.25,15108.23,19282.38,54245.54,62830.0,67286.31,66838.37,52516.39,56297.95,406158.24,394405.17000000004
구로3동,11530540,106.0,103.61,6,9.0,7883.0,58.0,1472.0,0.0,86.0,7361.0,17.0,66474.0,3.0,37,381.3291891891892,299.1151351351351,2.0,29232.29,29664.13,13048.16,15436.05,87362.84,137032.6,127985.68,75537.75,36659.1,24800.21,15818.25,16156.65,96839.41,100034.41,71428.85,52651.15,37711.81,33943.53,517862.39,424584.06
구로4동,11530550,47.06,46.87,6,0.0,2133.0,39.0,607.0,0.0,24.0,8483.0,3.0,42201.0,2.0,17,565.9535294117646,482.8217647058823,1.0,19290.52,19854.42,11909.11,12494.89,21391.66,35768.22,37797.88,37863.17,25281.74,19841.67,9127.38,10761.95,24910.99,33160.66,33340.82,36359.88,30004.13,35062.01,202348.34,212727.82
구로5동,11530560,78.13,75.81,10,0.0,4477.0,38.0,913.0,0.0,50.0,8740.0,4.0,73739.0,4.0,31,443.2961290322581,457.2003225806452,1.0,15020.58,15234.26,18079.68,17525.4,53132.74,78927.46,69783.34,58719.4,37547.08,27485.64,17713.11,17673.68,71906.83,78146.05,60239.0,59740.22,42850.26,40432.52,361200.74,388701.67000000004
구산동,11380560,80.84,78.58,2,2.0,1216.0,36.0,290.0,0.0,24.0,10543.0,0.0,65365.0,9.0,32,252.6759375000001,169.0253125,0.0,0.0,0.0,23675.92,35057.43,34143.94,36608.07,43220.51,41105.98,30420.13,30476.46,22786.45,37860.3,39481.64,44906.87,50617.82,53110.02,41557.72,57463.52,274708.44000000006,347784.33999999997
구의1동,11215850,70.68,69.19,3,1.0,1760.0,61.0,631.0,0.0,50.0,5195.0,4.0,43709.0,2.0,13,495.1892307692308,353.58615384615376,0.0,0.0,0.0,15194.69,20446.09,50994.95,54859.04,46685.95,38158.58,24533.77,20357.6,16532.98,23453.51,59854.59,57681.44,48392.64,45086.34,32393.79,33345.43,271230.67,316740.72
구의2동,11215860,42.55,42.52,5,4.0,1309.0,61.0,400.0,0.0,28.0,7341.0,1.0,48364.0,2.0,21,301.4342857142857,326.24380952380943,1.0,11316.81,11086.94,15808.4,24049.65,31302.76,35669.06,39049.37,35517.96,23354.04,22709.07,20853.94,28186.54,36897.04,40595.57,45316.8,43013.91,35071.57,34758.24,227460.31,284693.61
구의3동,11215870,45.94,45.77,7,10.0,2695.0,70.0,633.0,0.0,48.0,9070.0,4.0,63841.0,1.0,22,264.7336363636364,262.02409090909094,1.0,23769.29,23551.81,25928.58,37427.01,48108.67,57256.19,60905.3,55477.86,34855.86,26171.88,34115.89,42887.76,56250.93,59458.69,68373.13,59960.39,42616.8,40570.61,346131.35000000003,404234.19999999995
군자동,11215730,64.52,62.71,12,2.0,1593.0,62.0,569.0,0.0,57.0,4556.0,4.0,36458.0,2.0,22,332.76181818181817,351.68590909090904,0.0,0.0,0.0,10350.35,13238.03,60621.24,46735.68,33374.75,29655.91,18584.46,14291.88,7764.71,14639.93,68034.55,44063.29,29190.23,27270.96,22137.98,23669.89,226852.3,236771.53999999998
금호1가동,11200590,9.61,12.13,1,1.0,567.0,23.0,144.0,1.0,14.0,6021.0,0.0,30986.0,2.0,40,95.842,101.646,1.0,4815.48,5035.03,14339.75,17322.64,17892.25,31993.26,32432.97,25931.31,19515.83,17255.14,15542.27,17188.86,21228.2,44501.03,39993.37,29741.22,28101.33,28599.53,176683.15,224895.81
금호2.3가동,11200615,16.19,17.58,5,3.0,1013.0,36.0,365.0,1.0,19.0,7453.0,2.0,43175.0,1.0,37,123.31756756756752,125.7854054054054,0.0,0.0,0.0,25870.63,19894.48,25249.23,37100.46,38224.34,33879.08,21663.23,20953.46,21771.15,20437.99,27349.48,45319.72,42349.09,39776.32,32906.07,40220.78,222834.91,270130.6
금호4가동,11200620,51.61,51.0,4,1.0,657.0,25.0,200.0,1.0,13.0,5223.0,3.0,30331.0,2.0,25,221.39840000000004,199.4784,1.0,6342.61,5991.39,15570.35,9444.61,14077.23,25736.93,26825.37,20965.33,14836.58,13422.23,13254.94,10024.53,15327.11,31673.99,27206.53,23436.74,21167.39,24217.96,140878.63,166309.19
길동,11740685,69.58,68.19,8,2.0,5037.0,106.0,1095.0,2.0,72.0,14776.0,9.0,112682.0,4.0,35,227.9462857142857,223.374,1.0,6451.35,6705.87,42790.19,47915.83,76166.34,91353.24,91877.59,86006.71,70209.16,58785.89,44852.89,47148.87,85574.45,95701.42,97590.08,105484.43,94814.53,90875.06,565104.95,662041.73
길음1동,11290660,14.81,16.65,7,5.0,1008.0,78.0,289.0,0.0,21.0,11859.0,4.0,75749.0,5.0,30,587.0503333333331,503.5876666666667,1.0,15352.94,14823.42,63310.57,58846.21,35290.97,41730.56,68644.44,47468.97,28575.09,29700.98,60078.35,64297.03,40314.61,57726.4,89583.58,59295.02,42015.09,56890.72,373567.79000000004,470200.80000000005
길음2동,11290685,39.39,39.52,1,32.0,995.0,28.0,267.0,0.0,36.0,5855.0,0.0,28815.0,0.0,22,382.2950000000001,503.5063636363637,0.0,0.0,0.0,14041.11,18377.5,20153.67,23237.67,30919.1,27486.78,19361.43,18051.92,13785.3,19068.84,25553.51,29260.85,34945.25,31985.87,25606.33,32828.07,171629.18,213034.02
낙성대동,11620585,17.16,18.71,12,1.0,1296.0,31.0,694.0,0.0,62.0,3543.0,3.0,28310.0,1.0,34,391.2758823529412,574.8520588235293,0.0,0.0,0.0,9455.48,21812.78,83308.25,62971.8,38267.88,28234.97,17173.85,17060.92,13450.22,23075.63,87925.41,51505.97,31377.62,26699.6,19194.82,23616.91,278285.93,276846.18
난곡동,11620775,74.06,73.19,1,1.0,954.0,29.0,232.0,0.0,8.0,7659.0,1.0,45856.0,4.0,22,429.3227272727272,334.85636363636377,0.0,0.0,0.0,13440.65,19677.45,29737.06,30027.47,33041.91,32465.7,23395.28,24638.99,15579.57,17237.28,31705.67,30447.73,32067.98,37327.26,30215.82,38282.29,206424.51,232863.6
난향동,11620715,23.06,24.13,1,0.0,397.0,14.0,99.0,0.0,7.0,4938.0,0.0,34816.0,1.0,15,320.17466666666667,271.55733333333336,0.0,0.0,0.0,12614.14,11975.59,12759.88,14997.31,25218.47,19215.35,13195.29,12726.96,14889.01,14744.49,12638.78,18781.68,25713.1,22235.79,18200.42,19986.42,122702.99,147189.69
남가좌1동,11410690,40.74,40.65,6,1.0,691.0,24.0,404.0,0.0,13.0,5609.0,3.0,35983.0,1.0,13,449.306153846154,425.6384615384616,0.0,0.0,0.0,28379.66,15630.76,15284.95,22300.15,31566.81,21134.11,13732.38,12707.32,30933.08,18324.64,18471.12,29797.27,33232.76,23592.79,18276.83,21746.85,160736.14,194375.34000000003
남가좌2동,11410700,41.39,41.77,4,3.0,1310.0,26.0,371.0,0.0,30.0,8979.0,4.0,48099.0,2.0,29,361.10965517241385,335.79413793103447,0.0,0.0,0.0,15487.38,21918.55,38710.02,35942.0,36926.56,32101.79,21319.4,19162.18,15353.62,23475.51,47707.26,41358.33,41127.7,37905.97,27064.88,33840.53,221567.88,267833.80000000005
남영동,11170530,31.52,32.1,7,0.0,1619.0,41.0,624.0,0.0,67.0,1714.0,6.0,16270.0,0.0,20,741.2214999999999,707.5245000000001,5.0,5724.33,5840.122,3885.51,6773.41,27615.09,37229.34,37779.01,32303.43,20495.53,14709.24,3762.55,7065.26,36190.68,32230.15,25671.94,23231.95,15936.0,15909.62,180790.56,159998.15000000002
남현동,11620630,56.19,54.94,1,2.0,872.0,22.0,382.0,0.0,21.0,5277.0,1.0,35697.0,1.0,8,782.2012500000001,812.4575000000001,0.0,0.0,0.0,18120.14,17866.98,61835.22,48242.05,36228.07,31779.38,26440.59,25711.99,18089.79,15708.53,50064.54,45191.06,35133.07,41218.42,33993.01,31901.12,266224.42000000004,271299.54000000004
내곡동,11650660,10.03,11.48,17,0.0,836.0,18.0,249.0,2.0,20.0,5435.0,0.0,53950.0,2.0,62,96.0496774193548,84.37338709677422,0.0,0.0,0.0,46285.75,21188.65,41820.09,41653.99,58045.92,47982.62,31642.93,23285.23,40029.66,18414.92,27271.99,48216.15,48741.13,40072.42,35246.04,38162.75,311905.18,296155.06
노량진1동,11590510,64.74,63.45,8,3.0,1856.0,22.0,630.0,1.0,60.0,10612.0,3.0,61223.0,4.0,48,444.84812500000015,495.1522916666665,3.0,10341.806666666664,9962.16,19709.35,28500.66,137210.82,98861.14,59095.24,46017.16,32830.69,31074.09,16157.39,25071.98,115635.98,68557.9,50931.12,49503.09,40108.98,46205.91,453299.15,412172.35
노량진2동,11590520,93.48,91.26,2,1.0,1706.0,19.0,519.0,0.0,18.0,2752.0,4.0,18927.0,0.0,12,973.8708333333332,711.6549999999999,0.0,0.0,0.0,5899.73,15222.18,50593.71,43123.9,33626.39,34376.26,23239.71,19819.54,4513.69,14021.8,46082.11,31105.66,25925.23,32146.58,26523.24,32117.58,225901.41999999998,212435.89
녹번동,11380510,27.74,28.84,11,0.0,1962.0,30.0,503.0,0.0,39.0,12546.0,3.0,66176.0,3.0,27,531.8607407407407,408.5162962962963,2.0,7548.92,7256.675,25892.13,29477.15,48050.73,60408.45,59516.65,55619.7,40823.33,36953.29,23020.82,27426.91,56607.28,72410.0,66034.56,71414.67,59946.05,72459.13,356741.43,449319.42
논현1동,11680521,25.26,26.48,5,2.0,5309.0,259.0,2768.0,0.0,117.0,8113.0,15.0,79268.0,1.0,18,931.9233333333332,932.5355555555556,2.0,19273.195,20403.0,12067.07,18196.41,91359.64,132345.78,108295.33,62285.41,33077.81,24759.07,10511.35,23485.68,135741.05,130262.58,79625.17,53231.49,39694.7,36894.89,482386.52,509446.91000000003
논현2동,11680531,5.94,8.26,8,7.0,5596.0,209.0,562.0,0.0,127.0,7132.0,13.0,72925.0,2.0,26,431.38923076923095,479.97653846153855,4.0,10873.79,11765.2825,21528.48,23853.77,76989.99,131793.97,121002.55,66752.55,32958.62,28179.88,17984.36,23480.02,117025.61,125911.7,86673.62,50897.23,37111.73,38762.69,503059.81000000006,497846.96
능동,11215780,32.68,33.52,6,2.0,802.0,42.0,269.0,1.0,25.0,2531.0,0.0,21278.0,2.0,7,794.7699999999999,875.9614285714285,3.0,9972.02,9419.923333333334,10946.69,9879.67,32023.34,35361.83,28818.59,22519.54,15878.63,12309.46,10269.77,11358.17,38672.79,39416.38,25656.3,24051.75,19744.86,20978.88,167737.75,190148.90000000002
다산동,11140625,15.65,17.58,2,1.0,1424.0,40.0,128.0,0.0,38.0,4507.0,4.0,23716.0,4.0,7,429.20714285714286,403.51571428571424,3.0,5371.16,5160.613333333334,7553.12,11173.88,23826.54,30010.04,29289.14,25003.98,18060.21,16659.84,10095.43,11124.62,29900.77,32227.46,27855.15,24841.3,22718.82,26222.42,161576.75,184985.97
답십리1동,11230600,102.42,99.06,5,6.0,1971.0,40.0,645.0,1.0,28.0,9261.0,5.0,62926.0,4.0,25,263.3756000000001,302.8664,0.0,0.0,0.0,25873.24,21600.07,30918.94,44520.7,47351.93,38464.9,27030.33,22052.18,23961.56,20932.64,37031.42,53527.12,46436.47,41091.23,32017.15,36580.32,257812.28999999998,291577.91000000003
답십리2동,11230610,42.84,43.03,5,4.0,2187.0,21.0,108.0,1.0,21.0,9791.0,2.0,58310.0,1.0,19,493.3552631578949,397.7342105263159,0.0,0.0,0.0,17949.34,20399.54,29563.41,42923.76,45233.62,41856.33,32320.49,28537.49,15892.62,20894.3,32779.93,46530.81,43456.25,46035.32,39075.63,48510.44,258783.98000000004,293175.3
당산1동,11560550,82.42,80.26,5,1.0,3107.0,38.0,928.0,0.0,53.0,5770.0,5.0,54440.0,0.0,20,332.4545000000001,341.586,2.0,10177.985,10272.29,14867.5,13367.45,39816.68,60995.49,47384.23,42314.51,27147.35,20796.7,12536.35,12399.88,49650.78,58131.1,44377.78,42931.89,31234.37,28448.35,266689.91000000003,279710.5
당산2동,11560560,94.45,91.87,11,2.0,2289.0,67.0,735.0,0.0,55.0,10563.0,4.0,87711.0,4.0,41,362.190975609756,345.91195121951233,2.0,13870.645,14859.97,29951.08,26257.84,67611.97,91104.8,73534.3,54676.41,34876.8,28433.73,28269.38,26087.9,95462.28,100176.92,64520.48,55194.36,39066.76,43242.25,406446.93,452020.33
대림1동,11560700,38.65,38.61,2,5.0,1064.0,21.0,662.0,0.0,15.0,4052.0,3.0,31126.0,2.0,15,296.44666666666666,320.88866666666667,0.0,0.0,0.0,9473.69,14288.51,22883.13,34353.93,33278.16,34040.88,24279.27,22196.87,12683.94,12743.66,27092.36,37420.99,33153.64,38430.7,29139.44,33499.71,194794.44,224164.44
대림2동,11560710,39.48,39.42,2,0.0,1378.0,22.0,285.0,0.0,14.0,4241.0,2.0,28914.0,2.0,12,311.96750000000003,271.43333333333334,1.0,6756.32,6765.0,5312.54,7303.09,26265.9,42960.18,40042.94,42358.56,28650.91,16487.43,6687.78,8200.44,28156.96,35767.83,33577.43,40968.37,30267.72,26734.06,209381.55,210360.59000000003
대림3동,11560720,31.0,31.97,4,5.0,2262.0,25.0,258.0,0.0,35.0,7375.0,6.0,57575.0,3.0,40,149.17025000000004,158.66575000000003,0.0,0.0,0.0,15399.34,20315.64,34871.96,52198.71,50255.96,55414.45,40058.74,25185.78,14455.19,14779.64,40989.96,48359.08,45578.58,54907.16,42125.55,37280.76,293700.57999999996,298475.92
대방동,11590660,41.45,41.55,10,2.0,1693.0,70.0,471.0,1.0,33.0,11808.0,5.0,75203.0,11.0,49,402.1310204081632,349.151224489796,2.0,10225.275,9966.92,29464.0,55841.52,78591.61,77760.84,80226.14,68913.61,41082.26,40912.74,28164.33,54212.13,87289.39,79450.78,86930.97,72473.22,57886.77,64018.01,472792.72,530425.6
대조동,11380570,41.42,42.1,2,5.0,2430.0,133.0,792.0,0.0,36.0,8662.0,5.0,46983.0,4.0,28,421.5432142857143,535.1146428571429,3.0,7581.086666666666,7415.796666666666,28923.87,30435.45,51948.26,64524.75,58826.25,53112.13,41607.94,37442.59,21265.37,31573.21,66472.95,72994.28,65025.07,72117.0,57949.79,63240.4,366821.24,450638.07
